logical_id,naptan_tube,station_name,name_key,fare_zone,lift_count,step_free_platform_count,accessible_toilet_count,accessibility_type,ramp_platform_count,mean_gap_mm,crowding_peak,crowding_evening,has_planned_closure,has_live_lift_issue,predicted_temp_c,pac_score
HUBZCW,940GZZLUCWR,Canada Water Underground Station,canada water,2,3.0,0.0,0.0,2.0,0.0,42.5,0.3091666666666667,0.3425,0,0,25.9,
HUBCAW,940GZZLUCYF,Canary Wharf Underground Station,canary wharf,2,10.0,0.0,1.0,2.0,0.0,42.5,0.4468333333333333,0.5333333333333333,0,0,25.9,
HUBCAN,940GZZLUCGT,Canning Town Underground Station,canning town,2/3,4.0,0.0,0.0,2.0,0.0,42.5,0.0,0.0,0,0,25.9,
HUBCST,940GZZLUCST,Cannon Street Underground Station,cannon street,1,2.0,0.0,1.0,2.0,2.0,47.5,0.3476666666666667,0.4158333333333333,0,0,25.2,
940GZZLUCPK,940GZZLUCPK,Canons Park Underground Station,canons park,5,0.0,0.0,1.0,0.0,0.0,,0.0893333333333333,0.078,0,0,25.9,
HUBCFO,940GZZLUCAL,Chalfont & Latimer Underground Station,chalfont & latimer,8,0.0,2.0,0.0,3.0,2.0,,0.1318333333333333,0.112,0,0,25.2,
940GZZLUCFM,940GZZLUCFM,Chalk Farm Underground Station,chalk farm,2,0.0,0.0,0.0,0.0,0.0,,0.2041666666666666,0.1806666666666666,0,0,27.9,
940GZZLUCHL,940GZZLUCHL,Chancery Lane Underground Station,chancery lane,1,0.0,0.0,0.0,0.0,0.0,,0.1871666666666666,0.2391666666666666,0,0,30.1,
HUBCHX,940GZZLUCHX,Charing Cross Underground Station,charing cross,1,0.0,0.0,1.0,0.0,0.0,,0.0416666666666666,0.0508333333333333,0,0,30.0,
940GZZLUCSM,940GZZLUCSM,Chesham Underground Station,chesham,9,0.0,0.0,0.0,1.0,1.0,,0.0173333333333333,0.0091666666666666,0,0,25.2,
940GZZLUCWL,940GZZLUCWL,Chigwell Underground Station,chigwell,4,0.0,0.0,0.0,0.0,0.0,,0.035,0.0191666666666666,0,0,30.1,
940GZZLUCWP,940GZZLUCWP,Chiswick Park Underground Station,chiswick park,3,0.0,0.0,0.0,0.0,0.0,,0.0403333333333333,0.0388333333333333,0,0,25.2,
HUBCLW,940GZZLUCYD,Chorleywood Underground Station,chorleywood,7,0.0,2.0,0.0,3.0,2.0,,0.1583333333333333,0.1018333333333333,0,0,25.2,
940GZZLUCPC,940GZZLUCPC,Clapham Common Underground Station,clapham common,2,0.0,0.0,0.0,0.0,0.0,,0.0358333333333333,0.0331666666666666,0,0,27.9,
940GZZLUCPN,940GZZLUCPN,Clapham North Underground Station,clapham north,2,0.0,0.0,0.0,0.0,0.0,,0.0371666666666666,0.0278333333333333,0,0,27.9,
940GZZLUCPS,940GZZLUCPS,Clapham South Underground Station,clapham south,2+3,0.0,0.0,0.0,0.0,0.0,,0.073,0.0466666666666666,0,0,27.9,
940GZZLUCKS,940GZZLUCKS,Cockfosters Underground Station,cockfosters,5,1.0,0.0,0.0,2.0,4.0,,0.1303333333333333,0.1203333333333333,0,0,27.1,
940GZZLUCND,940GZZLUCND,Colindale Underground Station,colindale,4,1.0,2.0,0.0,3.0,0.0,42.5,0.0,0.0,0,0,27.9,
940GZZLUCSD,940GZZLUCSD,Colliers Wood Underground Station,colliers wood,3,0.0,0.0,0.0,0.0,0.0,,0.1785,0.1243333333333333,0,0,27.9,
940GZZLUCGN,940GZZLUCGN,Covent Garden Underground Station,covent garden,1,0.0,0.0,0.0,0.0,0.0,,0.147,0.3021666666666666,0,0,27.1,
940GZZLUCXY,940GZZLUCXY,Croxley Underground Station,croxley,7,0.0,0.0,0.0,0.0,0.0,,0.0313333333333333,0.0143333333333333,0,0,25.2,
940GZZLUDGE,940GZZLUDGE,Dagenham East Underground Station,dagenham east,5,0.0,0.0,0.0,0.0,0.0,,0.2176666666666666,0.1688333333333333,0,0,25.2,
940GZZLUDGY,940GZZLUDGY,Dagenham Heathway Underground Station,dagenham heathway,5,0.0,0.0,1.0,0.0,0.0,42.5,0.0365,0.0193333333333333,0,0,25.2,
940GZZLUDBN,940GZZLUDBN,Debden Underground Station,debden,6,2.0,0.0,0.0,2.0,2.0,86.5,0.1853333333333333,0.1171666666666666,0,0,30.1,
940GZZLUDOH,940GZZLUDOH,Dollis Hill Underground Station,dollis hill,3,0.0,0.0,1.0,0.0,0.0,,0.2396666666666666,0.2226666666666666,0,0,25.9,
HUBEAL,940GZZLUEBY,Ealing Broadway Underground Station,ealing broadway,3,4.0,3.0,1.0,3.0,2.0,67.5,0.0388333333333333,0.0313333333333333,0,0,30.1,
940GZZLUECM,940GZZLUECM,Ealing Common Underground Station,ealing common,3,0.0,0.0,0.0,1.0,3.0,71.0,0.1328333333333333,0.1225,0,0,27.1,
940GZZLUECT,940GZZLUECT,Earl's Court Underground Station,earl's court,1+2,4.0,6.0,0.0,3.0,0.0,42.5,0.0905,0.101,0,0,27.1,
940GZZLUEAN,940GZZLUEAN,East Acton Underground Station,east acton,2,0.0,0.0,0.0,0.0,0.0,,0.2211666666666666,0.213,0,0,30.1,
940GZZLUEFY,940GZZLUEFY,East Finchley Underground Station,east finchley,3,0.0,0.0,0.0,0.0,0.0,,0.2615,0.206,0,0,27.9,
940GZZLUEHM,940GZZLUEHM,East Ham Underground Station,east ham,3+4,2.0,4.0,0.0,3.0,0.0,42.5,0.3098333333333333,0.319,0,0,25.2,
940GZZLUEPY,940GZZLUEPY,East Putney Underground Station,east putney,2+3,0.0,0.0,0.0,0.0,0.0,,0.185,0.1158333333333333,0,0,25.2,
940GZZLUEAE,940GZZLUEAE,Eastcote Underground Station,eastcote,5,0.0,0.0,0.0,0.0,0.0,,0.1696666666666666,0.093,0,0,27.1,
940GZZLUERB,940GZZLUERB,Edgware Road (Bakerloo) Underground Station,edgware road bakerloo,1,0.0,0.0,0.0,0.0,0.0,,0.2088333333333333,0.2573333333333333,0,0,30.0,
940GZZLUERC,940GZZLUERC,Edgware Road (Circle Line) Underground Station,edgware road circle line,1,0.0,0.0,0.0,1.0,4.0,77.2,0.3511666666666667,0.4585,0,0,25.2,
940GZZLUEGW,940GZZLUEGW,Edgware Underground Station,edgware,5,2.0,3.0,0.0,3.0,0.0,42.5,0.22,0.1436666666666667,0,0,27.9,
HUBEPH,940GZZLUEAC,Elephant & Castle Underground Station,elephant & castle,1+2,2.0,1.0,0.0,3.0,0.0,42.5,0.4128333333333333,0.4763333333333333,0,0,30.0,
940GZZLUEPK,940GZZLUEPK,Elm Park Underground Station,elm park,6,0.0,2.0,1.0,3.0,0.0,42.5,0.0575,0.023,0,0,25.2,
940GZZLUEMB,940GZZLUEMB,Embankment Underground Station,embankment,1,0.0,0.0,0.0,0.0,0.0,,0.374,0.4886666666666667,0,0,30.0,
940GZZLUEPG,940GZZLUEPG,Epping Underground Station,epping,6,0.0,0.0,1.0,1.0,2.0,106.0,0.1176666666666666,0.0823333333333333,0,0,30.1,
940GZZLUESQ,940GZZLUESQ,Euston Square Underground Station,euston square,1,2.0,3.0,0.0,3.0,0.0,42.5,0.0431666666666666,0.0475,0,0,25.2,
HUBEUS,940GZZLUEUS,Euston Underground Station,euston,1,0.0,4.0,1.0,3.0,0.0,42.5,0.0643333333333333,0.068,0,0,30.0,
940GZZLUFLP,940GZZLUFLP,Fairlop Underground Station,fairlop,4,0.0,0.0,0.0,0.0,0.0,,0.1306666666666666,0.0808333333333333,0,0,30.1,
HUBZFD,940GZZLUFCN,Farringdon Underground Station,farringdon,1,8.0,0.0,2.0,2.0,6.0,53.5,0.4896666666666666,0.6138333333333333,0,0,25.2,
940GZZLUFYC,940GZZLUFYC,Finchley Central Underground Station,finchley central,4,2.0,3.0,1.0,3.0,0.0,42.5,0.2428333333333333,0.1916666666666666,0,0,27.9,
940GZZLUFYR,940GZZLUFYR,Finchley Road Underground Station,finchley road,2,0.0,0.0,2.0,1.0,3.0,91.8,0.0483333333333333,0.0551666666666666,0,0,25.9,
HUBFPK,940GZZLUFPK,Finsbury Park Underground Station,finsbury park,2,5.0,4.0,0.0,3.0,0.0,42.5,0.3193333333333333,0.3393333333333333,0,0,30.0,
940GZZLUFBY,940GZZLUFBY,Fulham Broadway Underground Station,fulham broadway,2,2.0,0.0,0.0,2.0,0.0,42.5,0.1361666666666666,0.1561666666666666,0,0,25.2,
940GZZLUGTH,940GZZLUGTH,Gants Hill Underground Station,gants hill,4,0.0,0.0,0.0,0.0,0.0,,0.3591666666666667,0.2766666666666666,0,0,30.1,
940GZZLUGTR,940GZZLUGTR,Gloucester Road Underground Station,gloucester road,1,0.0,0.0,0.0,0.0,0.0,,0.043,0.0506666666666666,0,0,27.1,
940GZZLUGGN,940GZZLUGGN,Golders Green Underground Station,golders green,3,2.0,0.0,0.0,2.0,5.0,32.6,0.33,0.3321666666666666,0,0,27.9,
940GZZLUGHK,940GZZLUGHK,Goldhawk Road Underground Station,goldhawk road,2,0.0,0.0,0.0,0.0,0.0,,0.2261666666666666,0.208,0,0,25.2,
940GZZLUGDG,940GZZLUGDG,Goodge Street Underground Station,goodge street,1,0.0,0.0,0.0,0.0,0.0,,0.2515,0.2975,0,0,27.9,
940GZZLUGGH,940GZZLUGGH,Grange Hill Underground Station,grange hill,4,0.0,0.0,0.0,0.0,0.0,,0.0153333333333333,0.003,0,0,30.1,
940GZZLUGPS,940GZZLUGPS,Great Portland Street Underground Station,great portland street,1,0.0,0.0,0.0,0.0,0.0,,0.3671666666666667,0.3861666666666667,0,0,25.2,
940GZZLUGPK,940GZZLUGPK,Green Park Underground Station,green park,1,5.0,6.0,0.0,3.0,0.0,42.5,0.4831666666666666,0.5781666666666666,0,0,30.0,
HUBGFD,940GZZLUGFD,Greenford Underground Station,greenford,4,1.0,0.0,0.0,2.0,2.0,65.8,0.237,0.1966666666666666,0,0,30.1,
HUBGUN,940GZZLUGBY,Gunnersbury Underground Station,gunnersbury,3,0.0,0.0,0.0,1.0,2.0,67.5,0.046,0.0481666666666666,0,0,25.2,
940GZZLUHLT,940GZZLUHLT,Hainault Underground Station,hainault,4,3.0,0.0,1.0,2.0,3.0,93.8,0.1563333333333333,0.0891666666666666,0,0,30.1,
HUBHMS,940GZZLUHSD,Hammersmith (Dist&Picc Line) Underground Station,hammersmith dist&picc line,2,2.0,4.0,0.0,3.0,0.0,47.8,0.22075,0.2643333333333333,0,0,27.1,
HUBHMS,940GZZLUHSC,Hammersmith (H&C Line) Underground Station,hammersmith h&c line,2,2.0,6.0,0.0,3.0,0.0,42.5,0.22075,0.2643333333333333,0,0,25.2,
940GZZLUHTD,940GZZLUHTD,Hampstead Underground Station,hampstead,2+3,0.0,0.0,0.0,0.0,0.0,,0.2603333333333333,0.2548333333333333,0,0,27.9,
940GZZLUHGR,940GZZLUHGR,Hanger Lane Underground Station,hanger lane,3,0.0,0.0,0.0,0.0,0.0,,0.0398333333333333,0.0285,0,0,30.1,
HUBHDN,940GZZLUHSN,Harlesden Underground Station,harlesden,3,0.0,0.0,0.0,0.0,0.0,,0.1995,0.1951666666666666,0,0,30.0,
HUBHRW,940GZZLUHAW,Harrow & Wealdstone Underground Station,harrow & wealdstone,5,4.0,0.0,0.0,2.0,2.0,30.0,0.2345,0.2138333333333333,0,0,30.0,
HUBHOH,940GZZLUHOH,Harrow-on-the-Hill Underground Station,harrow on the hill,5,4.0,5.0,0.0,3.0,0.0,42.5,0.2436666666666666,0.2476666666666666,0,0,25.2,
940GZZLUHNX,940GZZLUHNX,Hatton Cross Underground Station,hatton cross,5+6,0.0,0.0,0.0,0.0,0.0,,0.3045,0.2968333333333333,0,0,27.1,
HUBHX4,940GZZLUHR4,Heathrow Terminal 4 Underground Station,heathrow terminal 4,6,2.0,1.0,1.0,3.0,0.0,42.5,0.0518333333333333,0.064,0,0,27.1,
HUBHX5,940GZZLUHR5,Heathrow Terminal 5 Underground Station,heathrow terminal 5,6,2.0,0.0,1.0,2.0,2.0,94.0,0.0,0.0,0,0,27.1,
HUBH13,940GZZLUHRC,Heathrow Terminals 2 & 3 Underground Station,heathrow terminals 2 & 3,6,2.0,2.0,1.0,3.0,0.0,42.5,0.1053333333333333,0.1218333333333333,0,0,27.1,
940GZZLUHCL,940GZZLUHCL,Hendon Central Underground Station,hendon central,3+4,1.0,2.0,1.0,3.0,0.0,42.5,0.0336666666666666,0.0236666666666666,0,0,27.9,
940GZZLUHBT,940GZZLUHBT,High Barnet Underground Station,high barnet,5,0.0,0.0,1.0,0.0,0.0,42.5,0.0513333333333333,0.0286666666666666,0,0,27.9,
940GZZLUHSK,940GZZLUHSK,High Street Kensington Underground Station,high street kensington,1,0.0,0.0,0.0,0.0,0.0,,0.2548333333333333,0.4151666666666667,0,0,25.2,
HUBHHY,940GZZLUHAI,Highbury & Islington Underground Station,highbury & islington,2,3.0,0.0,0.0,2.0,0.0,42.5,0.0595,0.0748333333333333,0,0,30.0,
940GZZLUHGT,940GZZLUHGT,Highgate Underground Station,highgate,3,0.0,0.0,0.0,0.0,0.0,,0.1526666666666666,0.1198333333333333,0,0,27.9,
940GZZLUHGD,940GZZLUHGD,Hillingdon Underground Station,hillingdon,6,2.0,0.0,1.0,2.0,4.0,41.1,0.149,0.0981666666666666,0,0,27.1,
940GZZLUHBN,940GZZLUHBN,Holborn Underground Station,holborn,1,0.0,0.0,0.0,0.0,0.0,,0.3251666666666667,0.4503333333333333,0,0,30.1,
940GZZLUHPK,940GZZLUHPK,Holland Park Underground Station,holland park,2,0.0,0.0,0.0,0.0,0.0,,0.0248333333333333,0.0271666666666666,0,0,30.1,
940GZZLUHWY,940GZZLUHWY,Holloway Road Underground Station,holloway road,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,27.1,
940GZZLUHCH,940GZZLUHCH,Hornchurch Underground Station,hornchurch,6,0.0,0.0,0.0,0.0,0.0,,0.1901666666666666,0.1221666666666666,0,0,25.2,
940GZZLUHWC,940GZZLUHWC,Hounslow Central Underground Station,hounslow central,4,0.0,0.0,0.0,0.0,0.0,,0.2085,0.1511666666666666,0,0,27.1,
940GZZLUHWE,940GZZLUHWE,Hounslow East Underground Station,hounslow east,4,2.0,0.0,1.0,2.0,2.0,35.5,0.232,0.2136666666666666,0,0,27.1,
940GZZLUHWT,940GZZLUHWT,Hounslow West Underground Station,hounslow west,5,1.0,2.0,0.0,3.0,0.0,42.5,0.1938333333333333,0.1675,0,0,27.1,
940GZZLUHPC,940GZZLUHPC,Hyde Park Corner Underground Station,hyde park corner,1,0.0,0.0,0.0,0.0,0.0,,0.125,0.1793333333333333,0,0,27.1,
940GZZLUICK,940GZZLUICK,Ickenham Underground Station,ickenham,6,2.0,0.0,0.0,2.0,4.0,,0.0213333333333333,0.012,0,0,27.1,
940GZZLUKNG,940GZZLUKNG,Kennington Underground Station,kennington,1+2,0.0,4.0,0.0,3.0,0.0,42.5,0.2273333333333333,0.2538333333333333,0,0,27.9,
HUBKNL,940GZZLUKSL,Kensal Green Underground Station,kensal green,2,0.0,0.0,0.0,0.0,0.0,,0.2096666666666666,0.1738333333333333,0,0,30.0,
HUBKPA,940GZZLUKOY,Kensington (Olympia) Underground Station,kensington olympia,2,0.0,0.0,1.0,1.0,1.0,25.0,0.0,0.0,0,0,25.2,
HUBKTN,940GZZLUKSH,Kentish Town Underground Station,kentish town,2,0.0,0.0,0.0,0.0,0.0,,0.7110000000000001,0.7916666666666666,0,0,27.9,
HUBKNT,940GZZLUKEN,Kenton Underground Station,kenton,4,0.0,0.0,0.0,0.0,0.0,,0.0233333333333333,0.0173333333333333,0,0,30.0,
HUBKWG,940GZZLUKWG,Kew Gardens Underground Station,kew gardens,3+4,0.0,0.0,0.0,1.0,1.0,33.8,0.0688333333333333,0.0811666666666666,0,0,25.2,
940GZZLUKPK,940GZZLUKPK,Kilburn Park Underground Station,kilburn park,2,0.0,0.0,0.0,0.0,0.0,,0.288,0.286,0,0,30.0,
940GZZLUKBN,940GZZLUKBN,Kilburn Underground Station,kilburn,2,1.0,0.0,1.0,2.0,2.0,39.2,0.2101666666666666,0.1951666666666666,0,0,25.9,
HUBKGX,940GZZLUKSX,King's Cross St. Pancras Underground Station,king's cross st pancras,1,13.0,12.0,1.0,3.0,0.0,42.5,0.5730000000000001,0.7501666666666666,0,0,30.0,
940GZZLUKBY,940GZZLUKBY,Kingsbury Underground Station,kingsbury,4,2.0,2.0,1.0,3.0,0.0,42.5,0.0188333333333333,0.0115,0,0,25.9,
940GZZLUKNB,940GZZLUKNB,Knightsbridge Underground Station,knightsbridge,1,3.0,0.0,0.0,2.0,2.0,,0.2966666666666667,0.4163333333333333,0,0,27.1,
940GZZLULAD,940GZZLULAD,Ladbroke Grove Underground Station,ladbroke grove,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,25.2,
940GZZLULBN,940GZZLULBN,Lambeth North Underground Station,lambeth north,1,0.0,0.0,0.0,0.0,0.0,,0.2336666666666666,0.2735,0,0,30.0,
940GZZLULGT,940GZZLULGT,Lancaster Gate Underground Station,lancaster gate,1,0.0,0.0,0.0,0.0,0.0,,0.1838333333333333,0.2228333333333333,0,0,30.1,
940GZZLULRD,940GZZLULRD,Latimer Road Underground Station,latimer road,2,0.0,0.0,0.0,0.0,0.0,,0.1963333333333333,0.2498333333333333,0,0,25.2,
940GZZLULSQ,940GZZLULSQ,Leicester Square Underground Station,leicester square,1,0.0,0.0,0.0,0.0,0.0,,0.2036666666666667,0.3488333333333333,0,0,27.9,
940GZZLULYN,940GZZLULYN,Leyton Underground Station,leyton,3,0.0,0.0,0.0,0.0,0.0,,0.2018333333333333,0.1974999999999999,0,0,30.1,
940GZZLULYS,940GZZLULYS,Leytonstone Underground Station,leytonstone,3+4,0.0,0.0,0.0,0.0,0.0,,0.2343333333333333,0.2265,0,0,30.1,
HUBLST,940GZZLULVT,Liverpool Street Underground Station,liverpool street,1,4.0,3.0,1.0,3.0,0.0,42.5,0.4653333333333334,0.4778333333333334,0,0,30.1,
HUBLBG,940GZZLULNB,London Bridge Underground Station,london bridge,1,5.0,4.0,1.0,3.0,0.0,42.5,0.473,0.523,0,0,27.9,
940GZZLULGN,940GZZLULGN,Loughton Underground Station,loughton,6,0.0,0.0,0.0,0.0,0.0,,0.209,0.1216666666666666,0,0,30.1,
940GZZLUMVL,940GZZLUMVL,Maida Vale Underground Station,maida vale,2,0.0,0.0,0.0,0.0,0.0,,0.3395,0.3158333333333333,0,0,30.0,
940GZZLUMRH,940GZZLUMRH,Manor House Underground Station,manor house,2+3,0.0,0.0,0.0,0.0,0.0,,0.2196666666666666,0.2303333333333333,0,0,27.1,
940GZZLUMSH,940GZZLUMSH,Mansion House Underground Station,mansion house,1,0.0,0.0,0.0,0.0,0.0,,0.2485,0.2873333333333334,0,0,25.2,
940GZZLUMBA,940GZZLUMBA,Marble Arch Underground Station,marble arch,1,0.0,0.0,0.0,0.0,0.0,,0.2075,0.2305,0,0,30.1,
HUBMYB,940GZZLUMYB,Marylebone Underground Station,marylebone,1,0.0,0.0,1.0,0.0,0.0,,0.466,0.5023333333333333,0,0,30.0,
940GZZLUMED,940GZZLUMED,Mile End Underground Station,mile end,2,0.0,4.0,0.0,3.0,2.0,35.5,0.4846666666666666,0.5275000000000001,0,0,30.1,
940GZZLUMHL,940GZZLUMHL,Mill Hill East Underground Station,mill hill east,4,1.0,0.0,0.0,2.0,1.0,,0.1188333333333333,0.096,0,0,27.9,
940GZZLUMMT,940GZZLUMMT,Monument Underground Station,monument,1,0.0,0.0,0.0,0.0,0.0,,0.3891666666666667,0.3805,0,0,25.2,
940GZZLUMPK,940GZZLUMPK,Moor Park Underground Station,moor park,6+7,0.0,0.0,0.0,0.0,0.0,,0.1389999999999999,0.1255,0,0,25.2,
HUBZMG,940GZZLUMGT,Moorgate Underground Station,moorgate,1,4.0,0.0,0.0,2.0,2.0,42.5,0.3398333333333333,0.3211666666666666,0,0,27.9,
940GZZLUMDN,940GZZLUMDN,Morden Underground Station,morden,4,2.0,5.0,1.0,3.0,0.0,42.5,0.2498333333333333,0.1575,0,0,27.9,
940GZZLUMTC,940GZZLUMTC,Mornington Crescent Underground Station,mornington crescent,2,0.0,0.0,0.0,0.0,0.0,,0.243,0.303,0,0,27.9,
940GZZLUNDN,940GZZLUNDN,Neasden Underground Station,neasden,3,0.0,0.0,0.0,0.0,0.0,,0.2748333333333333,0.2613333333333333,0,0,25.9,
940GZZLUNBP,940GZZLUNBP,Newbury Park Underground Station,newbury park,4,2.0,0.0,0.0,2.0,2.0,,0.1453333333333333,0.0983333333333333,0,0,30.1,
940GZZNEUGST,940GZZNEUGST,Nine Elms Underground Station,nine elms,1,,,,,,,0.2471666666666666,0.2368333333333333,0,0,27.9,
940GZZLUNAN,940GZZLUNAN,North Acton Underground Station,north acton,2+3,0.0,0.0,0.0,0.0,0.0,,0.2538333333333333,0.2423333333333333,0,0,30.1,
940GZZLUNEN,940GZZLUNEN,North Ealing Underground Station,north ealing,3,0.0,0.0,0.0,0.0,0.0,,0.1014999999999999,0.0781666666666666,0,0,27.1,
