route_id,min_step_free,min_accessibility,max_gap_mm,min_lift_count,any_lift_issue,any_closure,mean_crowding_peak,route_temp,num_interchanges,zone_span,goal,pac_formula,human_label_1to5,label_good,mean_accessibility,prop_stepfree
R389,0.0,0.0,42.5,0.0,0,0,0.29326041666666663,30.1,2,2.0,accessibility,0.3727,2.0,0,1.3125,0.5
R390,0.0,0.0,42.5,0.0,0,0,0.296,30.1,4,2.0,comfort,0.3389,2.0,0,1.3529411764705883,0.5294117647058824
R391,0.0,0.0,42.5,0.0,0,0,0.3035595238095238,30.1,2,5.0,punctuality,0.3711,4.0,1,1.2857142857142858,0.6428571428571429
R392,0.0,0.0,42.5,0.0,0,0,0.30597777777777774,30.1,4,5.0,accessibility,0.3374,1.0,0,1.3333333333333333,0.6666666666666666
R393,0.0,0.0,126.5,0.0,0,0,0.23073958333333333,30.1,3,5.0,comfort,0.3654,3.0,0,1.3125,0.5625
R394,0.0,0.0,126.5,0.0,0,0,0.22314583333333332,30.1,4,5.0,punctuality,0.3499,1.0,0,1.3125,0.5625
R395,0.0,0.0,91.8,0.0,0,0,0.1849097222222222,30.1,4,3.0,accessibility,0.3556,1.0,0,1.5833333333333333,0.6666666666666666
R396,0.0,0.0,91.8,0.0,0,0,0.19214743589743588,30.1,3,3.0,comfort,0.3712,2.5,0,1.4615384615384615,0.6153846153846154
R397,0.0,0.0,126.5,0.0,0,0,0.23771296296296296,30.0,2,4.0,punctuality,0.381,3.0,0,1.6111111111111112,0.6666666666666666
R398,0.0,0.0,126.5,0.0,0,0,0.24101754385964913,30.0,2,4.0,accessibility,0.3805,3.0,0,1.5263157894736843,0.631578947368421
R399,0.0,0.0,118.0,0.0,0,0,0.19211979166666665,27.1,1,3.0,comfort,0.4045,3.0,0,1.0625,0.5
R400,0.0,0.0,118.0,0.0,0,0,0.18319117647058822,27.1,3,3.0,punctuality,0.3725,2.0,0,1.0,0.47058823529411764
